#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00020_1	192222.Cj0306c	1.31e-266	731.0	Epsilonproteobacteria	bioF		2.3.1.47	ko:K00652	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R03210,R10124	RC00004,RC00039,RC02725	ko00000,ko00001,ko00002,ko01000,ko01007			iSB619.SA_RS12695	Bacteria	1MVVH@1224,2YN3A@29547,42MM1@68525,COG0156@1,COG0156@2	NA|NA|NA	E	8-amino-7-oxononanoate synthase
orf00021_1	192222.Cj0307	4.86999998218e-316	860.0	Epsilonproteobacteria	bioA	GO:0003674,GO:0003824,GO:0004015,GO:0005488,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019752,GO:0019842,GO:0030170,GO:0032787,GO:0034641,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0070279,GO:0071704,GO:0072330,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.6.1.62	ko:K00833	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R03231	RC00006,RC00887	ko00000,ko00001,ko00002,ko01000,ko01007			iIT341.HP0976,iUTI89_1310.UTI89_C0772,iZ_1308.Z0993	Bacteria	1MU2N@1224,2YMN5@29547,42MFC@68525,COG0161@1,COG0161@2	NA|NA|NA	H	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
orf00022_1	192222.Cj0308c	4.55e-141	398.0	Epsilonproteobacteria	bioD	GO:0003674,GO:0003824,GO:0004141,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017144,GO:0018130,GO:0019752,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.197,6.3.3.3	ko:K01935,ko:K02169	ko00780,ko01100,map00780,map01100	M00123,M00572,M00573,M00577	R03182,R09543	RC00003,RC00460,RC00868	ko00000,ko00001,ko00002,ko01000				Bacteria	1RDRK@1224,2YPHI@29547,42SQE@68525,COG0132@1,COG0132@2	NA|NA|NA	H	Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring
orf00023_1	192222.Cj0309c	6.29e-65	198.0	Epsilonproteobacteria	ykkD	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0015893,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046618,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944		ko:K11741,ko:K18925		M00712			ko00000,ko00002,ko02000	2.A.7.1,2.A.7.1.5			Bacteria	1Q1NM@1224,2YPYQ@29547,42U2E@68525,COG2076@1,COG2076@2	NA|NA|NA	P	multidrug resistance protein, SMR family
orf00024_1	192222.Cj0310c	2.56e-70	212.0	Epsilonproteobacteria	ykkC			ko:K11741,ko:K18924		M00712			ko00000,ko00002,ko02000	2.A.7.1,2.A.7.1.5			Bacteria	1NM5S@1224,2YPSW@29547,42UMP@68525,COG2076@1,COG2076@2	NA|NA|NA	P	resistance protein
orf00025_1	192222.Cj0311	1.33e-115	332.0	Epsilonproteobacteria	ctc	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02897	ko03010,map03010	M00178			ko00000,ko00001,ko00002,ko03011				Bacteria	1RDH0@1224,2YT8U@29547,42RVM@68525,COG1825@1,COG1825@2	NA|NA|NA	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance
orf00026_1	354242.CJJ81176_0334	9.75e-124	353.0	Epsilonproteobacteria	pth	GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044464,GO:0052689,GO:0071944,GO:0140098,GO:0140101	3.1.1.29	ko:K01056					ko00000,ko01000,ko03012				Bacteria	1MX1P@1224,2YP7I@29547,42RGU@68525,COG0193@1,COG0193@2	NA|NA|NA	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
orf00027_1	192222.Cj0013	0.0	1067.0	Epsilonproteobacteria	ilvD	GO:0003674,GO:0003824,GO:0004160,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.2.1.9	ko:K01687	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_1259,iECIAI39_1322.ECIAI39_3015	Bacteria	1MUTQ@1224,2YM8F@29547,42N3P@68525,COG0129@1,COG0129@2	NA|NA|NA	EG	Belongs to the IlvD Edd family
orf00028_1	192222.Cj0014c	3.09e-71	216.0	Epsilonproteobacteria	yagU	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009268,GO:0009628,GO:0010447,GO:0016020,GO:0044464,GO:0050896,GO:0071944		ko:K08996					ko00000				Bacteria	1R4CC@1224,2YT7S@29547,43BDA@68525,COG3477@1,COG3477@2	NA|NA|NA	S	Protein of unknown function (DUF1440)
orf00029_1	192222.Cj0015c	1.46e-297	811.0	Epsilonproteobacteria	yfbR			ko:K07023					ko00000				Bacteria	1NS5U@1224,2YMMV@29547,42NW2@68525,COG1896@1,COG1896@2	NA|NA|NA	S	HD domain
orf00030_1	192222.Cj0016	2.07e-162	454.0	Epsilonproteobacteria	queC		6.3.4.20	ko:K06920	ko00790,ko01100,map00790,map01100		R09978	RC00959	ko00000,ko00001,ko01000,ko03016			iAF987.Gmet_3075	Bacteria	1MU5V@1224,2YMGA@29547,42MKZ@68525,COG0603@1,COG0603@2	NA|NA|NA	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))
orf00031_1	192222.Cj0017c	0.0	984.0	Epsilonproteobacteria	dsbI			ko:K03611					ko00000,ko03110	5.A.2.1			Bacteria	1R9CU@1224,2YN52@29547,42Q8M@68525,COG1495@1,COG1495@2	NA|NA|NA	C	Disulfide bond formation protein DsbB
orf00032_1	192222.Cj0018c	9.74e-29	103.0	Epsilonproteobacteria	dba												Bacteria	1P8IJ@1224,2DF28@1,2YQG6@29547,2ZQ77@2,42WNZ@68525	NA|NA|NA		
orf00033_1	192222.Cj0019c	5.59e-207	586.0	Epsilonproteobacteria				ko:K03406	ko02020,ko02030,map02020,map02030				ko00000,ko00001,ko02035				Bacteria	1MU9B@1224,2YND1@29547,42P0K@68525,COG0840@1,COG0840@2	NA|NA|NA	NT	MCP-domain signal transduction protein
orf00034_1	192222.Cj1178c	2.91e-279	776.0	Epsilonproteobacteria	infB			ko:K02519,ko:K04043,ko:K07114,ko:K07288	ko03018,ko04212,ko05152,map03018,map04212,map05152				ko00000,ko00001,ko02000,ko03012,ko03019,ko03029,ko03110,ko04147	1.A.13.2.2,1.A.13.2.3,1.A.33.1			Bacteria	1QV0V@1224,2YM9F@29547,42NMI@68525,COG5183@1,COG5183@2	NA|NA|NA	A	protein ubiquitination
orf00035_1	192222.Cj1179c	1.64e-163	459.0	Epsilonproteobacteria	fliR			ko:K02421,ko:K03228,ko:K13820	ko02040,ko03070,map02040,map03070	M00332,M00542,M00660			ko00000,ko00001,ko00002,ko02035,ko02044	3.A.6.1,3.A.6.2,3.A.6.3			Bacteria	1NIF4@1224,2YMKE@29547,42NX7@68525,COG1684@1,COG1684@2	NA|NA|NA	N	Flagellar biosynthetic protein fliR
orf00036_1	354242.CJJ81176_1195	1.15e-148	418.0	Epsilonproteobacteria	ybbA		3.6.3.28	ko:K02003,ko:K02004,ko:K02041	ko02010,map02010	M00223,M00258			ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.9			Bacteria	1NCFC@1224,2YT11@29547,43AYK@68525,COG1136@1,COG1136@2	NA|NA|NA	V	ABC transporter, ATP-binding protein
orf00037_1	354242.CJJ81176_1196	1.52e-242	668.0	Epsilonproteobacteria	tsf	GO:0001871,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005085,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009986,GO:0009987,GO:0010467,GO:0019538,GO:0019899,GO:0030246,GO:0030247,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0051020,GO:0065007,GO:0065009,GO:0071704,GO:0097159,GO:0098772,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2001065		ko:K02357					ko00000,ko03012,ko03029				Bacteria	1MUS2@1224,2YMQW@29547,42NNS@68525,COG0264@1,COG0264@2	NA|NA|NA	J	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
orf00038_1	192222.Cj1182c	2.4e-166	467.0	Epsilonproteobacteria	rpsB	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02967	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MU33@1224,2YMD5@29547,42M3Y@68525,COG0052@1,COG0052@2	NA|NA|NA	J	Belongs to the universal ribosomal protein uS2 family
orf00039_1	354242.CJJ81176_1198	1.53e-236	652.0	Epsilonproteobacteria	cfa		2.1.1.317,2.1.1.79	ko:K00574,ko:K20238					ko00000,ko01000				Bacteria	1MX3U@1224,2YNRG@29547,42PB7@68525,COG2230@1,COG2230@2	NA|NA|NA	M	COG2230 Cyclopropane fatty acid synthase and related
orf00040_1	683083.C414_000080030	1.03e-77	232.0	Bacteria	gpU			ko:K06906					ko00000				Bacteria	COG3499@1,COG3499@2	NA|NA|NA	S	P2 GpU family protein
orf00041_1	683083.C414_000080031	1.93e-36	123.0	Epsilonproteobacteria													Bacteria	1Q64D@1224,2AK44@1,2YSHM@29547,31ATY@2,432D8@68525	NA|NA|NA	S	Phage Tail Protein X
orf00042_1	683083.C414_000080032	2.04e-208	579.0	Epsilonproteobacteria				ko:K06905					ko00000				Bacteria	1MXT8@1224,2YPVC@29547,42U7Z@68525,COG3500@1,COG3500@2	NA|NA|NA	S	Phage late control gene D protein (GPD)
orf00043_1	192222.Cj1704c	1.4e-195	542.0	Epsilonproteobacteria	rplB	GO:0000027,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02886	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MVTD@1224,2YN0T@29547,42MBV@68525,COG0090@1,COG0090@2	NA|NA|NA	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity
orf00044_1	354242.CJJ81176_1702	2.52e-59	183.0	Epsilonproteobacteria	rplW	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02892	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1QJHM@1224,2YPUJ@29547,42TRQ@68525,COG0089@1,COG0089@2	NA|NA|NA	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
