#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00017_1	683083.C414_000160008	2.41e-95	278.0	Epsilonproteobacteria	ssb			ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440				ko00000,ko00001,ko03029,ko03032,ko03400				Bacteria	1QJD6@1224,2YP55@29547,42S92@68525,COG0629@1,COG0629@2	NA|NA|NA	L	Single-strand binding protein family
orf00019_1	683083.C414_000160006	1.39e-119	350.0	Epsilonproteobacteria	virB5			ko:K03200,ko:K20266	ko02024,ko03070,map02024,map03070	M00333			ko00000,ko00001,ko00002,ko02044	3.A.7,3.A.7.4			Bacteria	1R6MA@1224,2YPY4@29547,42UC0@68525,COG5314@1,COG5314@2	NA|NA|NA	U	Type IV secretion system proteins
orf00021_1	683083.C414_000160005	4.31e-160	457.0	Epsilonproteobacteria	virB6			ko:K03201	ko03070,map03070	M00333			ko00000,ko00001,ko00002,ko02044	3.A.7			Bacteria	1P5RF@1224,2YPJC@29547,42SHH@68525,COG3704@1,COG3704@2	NA|NA|NA	U	TrbL/VirB6 plasmid conjugal transfer protein
orf00023_1	1449345.JHWC01000014_gene777	1.65e-125	360.0	Epsilonproteobacteria	virB8			ko:K03203,ko:K12081	ko03070,map03070	M00333			ko00000,ko00001,ko00002,ko02044	3.A.7,3.A.7.3.1			Bacteria	1MXRC@1224,2YMX2@29547,42Q8P@68525,COG3736@1,COG3736@2	NA|NA|NA	U	VirB8 protein
orf00024_1	683083.C414_000160002	1.07e-186	521.0	Epsilonproteobacteria	virB9			ko:K03204,ko:K12085,ko:K12093	ko03070,ko05120,map03070,map05120	M00333,M00564			ko00000,ko00001,ko00002,ko02044	3.A.7,3.A.7.12.1,3.A.7.3.1			Bacteria	1MVHJ@1224,2YNDB@29547,42MUV@68525,COG3504@1,COG3504@2	NA|NA|NA	U	Conjugal transfer protein
orf00025_1	683083.C414_000160001	1.94e-223	623.0	Epsilonproteobacteria	virB10			ko:K03195	ko03070,map03070	M00333			ko00000,ko00001,ko00002,ko02044	3.A.7			Bacteria	1MXVX@1224,2YN83@29547,42MRP@68525,COG2948@1,COG2948@2	NA|NA|NA	U	Bacterial conjugation TrbI-like protein
orf00026_1	683083.C414_000160000	1.85e-233	643.0	Epsilonproteobacteria	virB11			ko:K02283,ko:K03196,ko:K12083	ko03070,ko05120,map03070,map05120	M00333,M00564			ko00000,ko00001,ko00002,ko02035,ko02044	3.A.7,3.A.7.3.1			Bacteria	1QUJ6@1224,2YN60@29547,43BJE@68525,COG0630@1,COG0630@2	NA|NA|NA	NU	COG0630 Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis
orf00027_1	556267.HWAG_01616	0.0	1048.0	Epsilonproteobacteria	virD4			ko:K03205	ko03070,map03070	M00333			ko00000,ko00001,ko00002,ko02044	3.A.7			Bacteria	1MV1G@1224,2YMAB@29547,42MMN@68525,COG3505@1,COG3505@2	NA|NA|NA	U	COG3505 Type IV secretory pathway, VirD4 components
orf00028_1	683083.C414_000160037	8.25e-79	236.0	Epsilonproteobacteria													Bacteria	1Q1QT@1224,2BPFF@1,2YQ3F@29547,32I7N@2,42U72@68525	NA|NA|NA	S	Cag pathogenicity island protein Cag12
orf00029_1	683083.C414_000160036	7.54e-122	354.0	Epsilonproteobacteria	trbM												Bacteria	1N2T2@1224,2CIMF@1,2YPNC@29547,32UGF@2,42WS5@68525	NA|NA|NA	S	TrbM
orf00030_1	683083.C414_000160035	1.95e-160	452.0	Epsilonproteobacteria													Bacteria	1Q3FX@1224,2BSU4@1,2YQZU@29547,32MXK@2,42X9B@68525	NA|NA|NA		
orf00031_1	683083.C414_000160034	1.95e-131	375.0	Epsilonproteobacteria													Bacteria	1Q4P0@1224,2AJFB@1,2YRPF@29547,31A1K@2,42ZJ3@68525	NA|NA|NA		
orf00033_1	683083.C414_000160033	0.0	1305.0	Epsilonproteobacteria			5.99.1.2	ko:K03169					ko00000,ko01000,ko03032				Bacteria	1MUFZ@1224,2YNQ3@29547,42NQG@68525,COG0550@1,COG0550@2	NA|NA|NA	L	Bacterial DNA topoisomeraes I ATP-binding domain
orf00034_1	537972.ABQU01000100_gene1141	2.05e-21	105.0	Epsilonproteobacteria													Bacteria	1Q4RQ@1224,2AJFV@1,2YRPE@29547,31A28@2,42ZQP@68525	NA|NA|NA	S	PcfJ-like protein
orf00035_1	683083.C414_000160033	8.4e-29	114.0	Epsilonproteobacteria			5.99.1.2	ko:K03169					ko00000,ko01000,ko03032				Bacteria	1MUFZ@1224,2YNQ3@29547,42NQG@68525,COG0550@1,COG0550@2	NA|NA|NA	L	Bacterial DNA topoisomeraes I ATP-binding domain
orf00036_1	573061.Clocel_3953	0.0	1265.0	Clostridiaceae	tetP			ko:K18220					br01600,ko00000,ko01504				Bacteria	1TPQH@1239,247X4@186801,36DHY@31979,COG0480@1,COG0480@2	NA|NA|NA	J	elongation factor G
orf00038_1	32024.JMTI01000010_gene1288	1.72e-130	372.0	Epsilonproteobacteria	guaB2												Bacteria	1QV30@1224,2YMDV@29547,42QJ9@68525,COG2452@1,COG2452@2	NA|NA|NA	L	Resolvase, N terminal domain
orf00039_1	537970.HCAN_1203	1.33e-206	582.0	Epsilonproteobacteria				ko:K07496					ko00000				Bacteria	1MUU0@1224,2YN5Y@29547,42QJG@68525,COG0675@1,COG0675@2	NA|NA|NA	L	Putative transposase DNA-binding domain
orf00040_1	1005058.UMN179_01162	3.19e-195	540.0	Pasteurellales	ymdC		2.7.1.87,2.7.1.95	ko:K00897,ko:K10673,ko:K19272,ko:K19299,ko:K19300		M00766			br01600,ko00000,ko00002,ko01000,ko01504				Bacteria	1R9XT@1224,1SIB2@1236,1Y9D2@135625,COG3231@1,COG3231@2	NA|NA|NA	J	Phosphotransferase enzyme family
orf00041_1	1226325.HMPREF1548_01586	1.56e-115	343.0	Clostridiaceae													Bacteria	1TQGV@1239,24ARS@186801,2CET6@1,2Z92J@2,36RZZ@31979	NA|NA|NA	S	Psort location Cytoplasmic, score 7.50
orf00046_1	449673.BACSTE_02200	1.68e-17	77.0	Bacteroidaceae													Bacteria	2A8NJ@1,2FYNT@200643,30XR3@2,4AUEG@815,4PB8W@976	NA|NA|NA		
orf00048_1	683083.C414_000160029	9.71e-131	371.0	Epsilonproteobacteria	yhjQ			ko:K03496					ko00000,ko03036,ko04812				Bacteria	1PZND@1224,2YNYU@29547,42QVU@68525,COG1192@1,COG1192@2	NA|NA|NA	D	Involved in chromosome partitioning
orf00051_1	556267.HWAG_01588	0.0	3286.0	Epsilonproteobacteria	XK27_00500												Bacteria	1PGZG@1224,2YMPU@29547,42NYW@68525,COG0553@1,COG0553@2,COG0827@1,COG0827@2,COG4646@1,COG4646@2	NA|NA|NA	L	COG0827 Adenine-specific DNA methylase
orf00052_1	556267.HWAG_01589	5.04e-139	395.0	Epsilonproteobacteria													Bacteria	1R9SC@1224,2YR6I@29547,42V0U@68525,COG1432@1,COG1432@2	NA|NA|NA	S	NYN domain
orf00054_1	683083.C414_000160026	0.0	876.0	Epsilonproteobacteria													Bacteria	1MVHF@1224,2YNXA@29547,42R02@68525,COG3843@1,COG3843@2	NA|NA|NA	U	relaxase
orf00055_1	683083.C414_000160025	1.17e-116	335.0	Epsilonproteobacteria													Bacteria	1Q5HV@1224,2AJT1@1,2YS8R@29547,31AFG@2,431A4@68525	NA|NA|NA		
orf00005_1	1325130.HFN_1435	2.43e-36	140.0	Epsilonproteobacteria													Bacteria	1QZCJ@1224,2YRWF@29547,42ZZJ@68525,COG1388@1,COG1388@2	NA|NA|NA	M	LysM domain
orf00012_1	1121267.JHZL01000019_gene1269	2.81e-38	155.0	Epsilonproteobacteria	cloSI		3.4.22.8	ko:K08587					ko00000,ko01000,ko01002,ko02042				Bacteria	1MU7T@1224,2YSUP@29547,432NK@68525,COG2931@1,COG2931@2	NA|NA|NA	Q	COG2931, RTX toxins and related Ca2 -binding proteins
orf00018_1	192222.Cj1016c	1.08e-229	635.0	Epsilonproteobacteria	livM			ko:K01998	ko02010,ko02024,map02010,map02024	M00237			ko00000,ko00001,ko00002,ko02000	3.A.1.4			Bacteria	1MV66@1224,2YMBQ@29547,42M19@68525,COG4177@1,COG4177@2	NA|NA|NA	E	Belongs to the binding-protein-dependent transport system permease family
orf00020_1	192222.Cj1018c	9.69e-252	692.0	Epsilonproteobacteria	livK			ko:K01999	ko02010,ko02024,map02010,map02024	M00237			ko00000,ko00001,ko00002,ko02000	3.A.1.4		iLJ478.TM1135	Bacteria	1MWJ1@1224,2YNAK@29547,42MSJ@68525,COG0683@1,COG0683@2	NA|NA|NA	E	amino acid abc transporter
orf00022_1	192222.Cj1020c	2.38e-97	283.0	delta/epsilon subdivisions	cccB												Bacteria	1Q08K@1224,42RSC@68525,COG2863@1,COG2863@2	NA|NA|NA	C	Cytochrome c
orf00032_1	354242.CJJ81176_1047	8.23e-130	369.0	Epsilonproteobacteria	ctsW			ko:K02242		M00429			ko00000,ko00002,ko02044				Bacteria	1Q1C2@1224,2YPEB@29547,42T93@68525,COG1040@1,COG1040@2	NA|NA|NA	S	transformation system protein
orf00043_1	192222.Cj1037c	0.0	950.0	Epsilonproteobacteria	pycA		6.3.4.14,6.4.1.1,6.4.1.2,6.4.1.7	ko:K01959,ko:K01961,ko:K20141	ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko01230,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212,map01230	M00082,M00173,M00376,M00620	R00344,R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU4H@1224,2YMWB@29547,42M14@68525,COG0439@1,COG0439@2	NA|NA|NA	I	Biotin carboxylase
orf00044_1	354242.CJJ81176_1057	1.36e-267	734.0	Epsilonproteobacteria	ftsW	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008360,GO:0009987,GO:0015647,GO:0015648,GO:0015835,GO:0015836,GO:0016020,GO:0016021,GO:0022603,GO:0022604,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032153,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051179,GO:0051234,GO:0051301,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071944,GO:1901264,GO:1901505	2.4.1.227	ko:K02563,ko:K03588	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112		R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011,ko02000,ko03036	2.A.103.1	GT28		Bacteria	1MVDB@1224,2YMJH@29547,42MG2@68525,COG0772@1,COG0772@2	NA|NA|NA	D	Belongs to the SEDS family
orf00045_1	192222.Cj1039	1.27e-247	679.0	Epsilonproteobacteria	murG	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0050511,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112		R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011		GT28	iLJ478.TM0232,iSFV_1184.SFV_0083,iSF_1195.SF0087,iSFxv_1172.SFxv_0091,iS_1188.S0089	Bacteria	1MVIB@1224,2YMI9@29547,42ME1@68525,COG0707@1,COG0707@2	NA|NA|NA	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
orf00047_1	192222.Cj1040c	9.83e-261	716.0	Epsilonproteobacteria	yeaN	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0071944		ko:K03449					ko00000,ko02000	2.A.1.17			Bacteria	1MXGT@1224,2YMET@29547,42RSA@68525,COG2807@1,COG2807@2	NA|NA|NA	P	Major facilitator superfamily
orf00049_1	192222.Cj1042c	3.79e-194	540.0	Epsilonproteobacteria	exsA	GO:0003674,GO:0003824,GO:0006081,GO:0006082,GO:0006089,GO:0006355,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009438,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019172,GO:0019219,GO:0019222,GO:0019243,GO:0019249,GO:0019752,GO:0031323,GO:0031326,GO:0032787,GO:0042180,GO:0042182,GO:0043436,GO:0044237,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0046185,GO:0046394,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051596,GO:0060255,GO:0061727,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1903506,GO:2000112,GO:2001141		ko:K20968	ko02025,map02025				ko00000,ko00001,ko03000				Bacteria	1R6WN@1224,2YPHG@29547,42SYR@68525,COG2207@1,COG2207@2	NA|NA|NA	K	Transcriptional regulator, AraC family
orf00050_1	192222.Cj1043c	4.74e-143	403.0	Epsilonproteobacteria	tenI	GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.3,5.3.99.10	ko:K00788,ko:K10810	ko00730,ko01100,map00730,map01100	M00127	R03223,R09977,R10712	RC00224,RC02766,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000,ko03000			iHN637.CLJU_RS06600	Bacteria	1QATK@1224,2YN26@29547,42P2R@68525,COG0352@1,COG0352@2	NA|NA|NA	H	Thiamine-phosphate pyrophosphorylase
orf00053_1	354242.CJJ81176_1066	7.34e-173	483.0	Epsilonproteobacteria	thiG	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.8.1.10	ko:K03149	ko00730,ko01100,map00730,map01100		R10247	RC03096,RC03097,RC03461	ko00000,ko00001,ko01000			iECABU_c1320.ECABU_c45060,iECO26_1355.ECO26_5099,ic_1306.c4947	Bacteria	1N0N5@1224,2YMUY@29547,42MNC@68525,COG2022@1,COG2022@2	NA|NA|NA	H	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S
orf00056_1	354242.CJJ81176_1068	2.75e-36	122.0	Epsilonproteobacteria	thiS		2.8.1.10	ko:K03149,ko:K03154	ko00730,ko01100,ko04122,map00730,map01100,map04122		R10247	RC03096,RC03097,RC03461	ko00000,ko00001,ko01000				Bacteria	1Q27P@1224,2YQJU@29547,42V40@68525,COG2104@1,COG2104@2	NA|NA|NA	H	Thiamine biosynthesis protein
orf00057_1	1449345.JHWC01000003_gene432	4.51e-152	449.0	Bacteria			3.1.21.3	ko:K01154					ko00000,ko01000,ko02048				Bacteria	COG0732@1,COG0732@2	NA|NA|NA	V	type I restriction modification DNA specificity domain
orf00058_1	945550.VISI1226_20650	6.21e-41	142.0	Gammaproteobacteria													Bacteria	1N087@1224,1T13D@1236,2E0JQ@1,32W57@2	NA|NA|NA		
orf00059_1	683083.C414_000240011	2.58e-146	415.0	Proteobacteria	rlfA												Bacteria	1MY0A@1224,28I7P@1,2Z8AJ@2	NA|NA|NA	S	Protein of unknown function (DUF3800)
orf00060_1	683083.C414_000240012	0.0	1369.0	Epsilonproteobacteria			2.1.1.72	ko:K03427					ko00000,ko01000,ko02048				Bacteria	1MXPV@1224,2YMPM@29547,42QFW@68525,COG0286@1,COG0286@2	NA|NA|NA	V	N-6 DNA Methylase
orf00061_1	192222.Cj1048c	9.17e-264	722.0	Epsilonproteobacteria	dapE	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009014,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0032153,GO:0042802,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0046872,GO:0046914,GO:0050897,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000			iECP_1309.ECP_2485,iIT341.HP0212	Bacteria	1MW6G@1224,2YMZ8@29547,42MJ1@68525,COG0624@1,COG0624@2	NA|NA|NA	E	Catalyzes the hydrolysis of N-succinyl-L,L- diaminopimelic acid (SDAP), forming succinate and LL-2,6- diaminoheptanedioate (DAP), an intermediate involved in the bacterial biosynthesis of lysine and meso-diaminopimelic acid, an essential component of bacterial cell walls
orf00063_1	192222.Cj1049c	1.02e-127	364.0	delta/epsilon subdivisions	ycgF	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015174,GO:0015181,GO:0015318,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902023,GO:1903825,GO:1903826,GO:1905039,GO:1990822		ko:K06895					ko00000,ko02000	2.A.75.1			Bacteria	1RGDP@1224,42SFM@68525,COG1280@1,COG1280@2	NA|NA|NA	E	LysE family
orf00064_1	192222.Cj1050c	2.51e-172	480.0	Epsilonproteobacteria	cobB			ko:K12410					ko00000,ko01000				Bacteria	1MUK1@1224,2YP1S@29547,42SWD@68525,COG0846@1,COG0846@2	NA|NA|NA	K	NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form
orf00065_1	192222.Cj1051c	0.0	1808.0	Epsilonproteobacteria			2.1.1.72,3.1.21.3	ko:K01153,ko:K01154,ko:K03427					ko00000,ko01000,ko02048				Bacteria	1R74K@1224,2YN5X@29547,42Q92@68525,COG0286@1,COG0286@2,COG0732@1,COG0732@2	NA|NA|NA	V	restriction
orf00067_1	192222.Cj1052c	0.0	1379.0	Epsilonproteobacteria	mutS2	GO:0000018,GO:0008150,GO:0009892,GO:0010605,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0045910,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0060255,GO:0065007,GO:0080090		ko:K07456	ko03430,map03430				ko00000,ko00001,ko03400				Bacteria	1QUJI@1224,2YMFB@29547,42P7P@68525,COG1193@1,COG1193@2	NA|NA|NA	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity
orf00068_1	192222.Cj1053c	4.35e-73	219.0	Epsilonproteobacteria													Bacteria	1Q1GM@1224,29RFU@1,2YPY0@29547,30KZI@2,42TKN@68525	NA|NA|NA		
orf00069_1	192222.Cj1054c	7.46e-281	771.0	Epsilonproteobacteria	murC		6.3.2.4,6.3.2.8	ko:K01921,ko:K01924	ko00471,ko00473,ko00550,ko01100,ko01502,map00471,map00473,map00550,map01100,map01502		R01150,R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011			iIT341.HP0623	Bacteria	1MV68@1224,2YMTZ@29547,42MMP@68525,COG0773@1,COG0773@2	NA|NA|NA	M	Belongs to the MurCDEF family
orf00070_1	192222.Cj1056c	3.28e-181	504.0	Epsilonproteobacteria			3.5.5.1	ko:K01501	ko00380,ko00460,ko00627,ko00643,ko00910,ko01120,map00380,map00460,map00627,map00643,map00910,map01120		R00540,R01887,R03093,R03542,R05591,R07855	RC00315,RC00325,RC00617,RC00959,RC02811	ko00000,ko00001,ko01000				Bacteria	1QBMA@1224,2YMD1@29547,42PD8@68525,COG0388@1,COG0388@2	NA|NA|NA	S	hydrolase
orf00071_1	192222.Cj1057c	5.14e-25	94.0	Epsilonproteobacteria	xseB		3.1.11.6	ko:K03602	ko03430,map03430				ko00000,ko00001,ko01000,ko03400				Bacteria	1Q33P@1224,2YQNQ@29547,42WQQ@68525,COG1722@1,COG1722@2	NA|NA|NA	L	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
