#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00010_1	192222.Cj0471	2.02e-31	109.0	Epsilonproteobacteria	rpmG			ko:K02913	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1NJ67@1224,2YQ8V@29547,42V5X@68525,COG0267@1,COG0267@2	NA|NA|NA	J	Belongs to the bacterial ribosomal protein bL33 family
orf00011_1	192222.Cj0470	9.24e-288	786.0	Epsilonproteobacteria	tuf	GO:0001666,GO:0001817,GO:0001819,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0008150,GO:0009274,GO:0009275,GO:0009628,GO:0009986,GO:0010035,GO:0010038,GO:0010039,GO:0010339,GO:0016020,GO:0019899,GO:0022610,GO:0030312,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0035375,GO:0035821,GO:0036293,GO:0040007,GO:0042221,GO:0044003,GO:0044068,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044426,GO:0044444,GO:0044462,GO:0044464,GO:0044650,GO:0044651,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051701,GO:0051704,GO:0051817,GO:0065007,GO:0070201,GO:0070482,GO:0071944,GO:0090087,GO:1903530,GO:1903532,GO:1904951,GO:2000482,GO:2000484		ko:K02358,ko:K15771	ko02010,map02010	M00491			ko00000,ko00001,ko00002,ko02000,ko03012,ko03029,ko04147	3.A.1.1.16,3.A.1.1.2		iSB619.SA_RS02960	Bacteria	1MVC0@1224,2YMZW@29547,42MWZ@68525,COG0050@1,COG0050@2	NA|NA|NA	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
orf00012_1	192222.Cj0469	1.16e-169	474.0	Epsilonproteobacteria	glnQ		3.6.3.21	ko:K02028		M00236			ko00000,ko00002,ko01000,ko02000	3.A.1.3			Bacteria	1MU9Q@1224,2YMQY@29547,42M0S@68525,COG1126@1,COG1126@2	NA|NA|NA	E	abc transporter atp-binding protein
orf00013_1	192222.Cj0468	2.5e-151	426.0	Epsilonproteobacteria	glnP			ko:K02029		M00236			ko00000,ko00002,ko02000	3.A.1.3			Bacteria	1R7ZY@1224,2YNIN@29547,42Q4V@68525,COG0765@1,COG0765@2	NA|NA|NA	P	ABC transporter, permease protein
orf00014_1	192222.Cj0467	1.17e-152	430.0	Epsilonproteobacteria	papP			ko:K02029		M00236			ko00000,ko00002,ko02000	3.A.1.3			Bacteria	1R8S9@1224,2YT1E@29547,42PCQ@68525,COG0765@1,COG0765@2	NA|NA|NA	P	Abc transporter, permease protein
orf00015_1	354242.CJJ81176_0491	1.56e-129	369.0	Epsilonproteobacteria	nssR												Bacteria	1MZZD@1224,2YP2C@29547,42QUX@68525,COG0664@1,COG0664@2	NA|NA|NA	K	Transcriptional regulator
orf00016_1	192222.Cj0465c	5.91e-92	268.0	Epsilonproteobacteria	ctb			ko:K06886					ko00000				Bacteria	1MZSM@1224,2YPBC@29547,42S0I@68525,COG2346@1,COG2346@2	NA|NA|NA	S	COG2346, Truncated hemoglobins
orf00066_1	192222.Cj1268c	0.0	1191.0	Epsilonproteobacteria	mnmC	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0003824,GO:0004808,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0071949,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363	2.1.1.61,2.1.1.72,2.4.2.29,4.2.1.151	ko:K00773,ko:K07319,ko:K11782,ko:K15461	ko00130,ko01110,map00130,map01110		R00601,R03789,R08702,R10209,R10666	RC00003,RC00053,RC00060,RC00063,RC01483,RC03232	ko00000,ko00001,ko01000,ko02048,ko03016				Bacteria	1MZW5@1224,2YMWC@29547,42MKQ@68525,COG0665@1,COG0665@2,COG4121@1,COG4121@2	NA|NA|NA	J	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34
orf00018_1	354242.CJJ81176_1279	3.23e-131	372.0	Epsilonproteobacteria	recR	GO:0000731,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576		ko:K06187	ko03440,map03440				ko00000,ko00001,ko03400				Bacteria	1MV9Q@1224,2YNXZ@29547,42QZJ@68525,COG0353@1,COG0353@2	NA|NA|NA	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO
orf00019_1	192222.Cj1264c	4.38e-118	338.0	Epsilonproteobacteria	hydD			ko:K03605					ko00000,ko01000,ko01002				Bacteria	1RE1C@1224,2YP5U@29547,42REH@68525,COG0680@1,COG0680@2	NA|NA|NA	C	hydrogenase maturation protease
orf00020_1	354242.CJJ81176_1281	1.86e-163	457.0	Epsilonproteobacteria	hydC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K03620	ko02020,map02020				ko00000,ko00001				Bacteria	1MU87@1224,2YMRF@29547,42NQ3@68525,COG1969@1,COG1969@2	NA|NA|NA	C	Ni Fe-hydrogenase, b-type cytochrome subunit
orf00021_1	192222.Cj1266c	0.0	1172.0	Epsilonproteobacteria	hydB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.12.5.1,1.12.99.6	ko:K05922,ko:K06281	ko00633,ko01120,map00633,map01120		R08034	RC00250	ko00000,ko00001,ko01000				Bacteria	1MWFJ@1224,2YM8Q@29547,42M4S@68525,COG0374@1,COG0374@2	NA|NA|NA	C	Belongs to the NiFe NiFeSe hydrogenase large subunit family
orf00022_1	192222.Cj1267c	5.08e-284	775.0	Epsilonproteobacteria	hydA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0042597,GO:0044464,GO:0071944	1.12.2.1,1.12.5.1,1.12.7.2,1.12.99.6	ko:K00534,ko:K05927,ko:K06282,ko:K18008	ko00633,ko01120,map00633,map01120		R00019,R08034	RC00250	ko00000,ko00001,ko01000				Bacteria	1MWAC@1224,2YMAS@29547,42MI0@68525,COG1740@1,COG1740@2	NA|NA|NA	C	Small subunit
orf00023_1	192222.Cj1268c	0.0	1189.0	Epsilonproteobacteria	mnmC	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0003824,GO:0004808,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0071949,GO:0090304,GO:0097159,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363	2.1.1.61,2.1.1.72,2.4.2.29,4.2.1.151	ko:K00773,ko:K07319,ko:K11782,ko:K15461	ko00130,ko01110,map00130,map01110		R00601,R03789,R08702,R10209,R10666	RC00003,RC00053,RC00060,RC00063,RC01483,RC03232	ko00000,ko00001,ko01000,ko02048,ko03016				Bacteria	1MZW5@1224,2YMWC@29547,42MKQ@68525,COG0665@1,COG0665@2,COG4121@1,COG4121@2	NA|NA|NA	J	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34
orf00024_1	192222.Cj1269c	0.0	1066.0	Epsilonproteobacteria	amiA		3.5.1.28	ko:K01448	ko01503,map01503	M00727	R04112	RC00064,RC00141	ko00000,ko00001,ko00002,ko01000,ko01011,ko03036				Bacteria	1MUQK@1224,2YMZ9@29547,42MPH@68525,COG0860@1,COG0860@2	NA|NA|NA	M	N-acetylmuramoyl-L-alanine amidase
orf00025_1	192222.Cj1270c	9.27e-272	742.0	Epsilonproteobacteria	npd		1.13.12.16	ko:K00459	ko00910,map00910		R00025	RC02541,RC02759	ko00000,ko00001,ko01000				Bacteria	1N52W@1224,2YMD6@29547,42N6F@68525,COG2070@1,COG2070@2	NA|NA|NA	S	2-nitropropane dioxygenase
orf00026_1	192222.Cj1271c	3.04e-278	762.0	Epsilonproteobacteria	tyrS	GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006437,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029			iJN746.PP_0436,iLJ478.TM0478	Bacteria	1MVUQ@1224,2YMD3@29547,42N2A@68525,COG0162@1,COG0162@2	NA|NA|NA	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)
orf00027_1	192222.Cj1272c	0.0	1437.0	Epsilonproteobacteria	relA		2.7.6.5,3.1.7.2	ko:K00951,ko:K01139	ko00230,map00230		R00336,R00429	RC00002,RC00078	ko00000,ko00001,ko01000,ko03009				Bacteria	1MU44@1224,2YN2C@29547,42M6W@68525,COG0317@1,COG0317@2	NA|NA|NA	KT	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance
orf00028_1	192222.Cj1273c	5.63e-43	140.0	Epsilonproteobacteria	rpoZ	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030312,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0071944,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400				Bacteria	1Q28G@1224,2YQDH@29547,42V5Z@68525,COG1758@1,COG1758@2	NA|NA|NA	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits
