#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00034_1	192222.Cj1018c	9.69e-252	692.0	Epsilonproteobacteria	livK			ko:K01999	ko02010,ko02024,map02010,map02024	M00237			ko00000,ko00001,ko00002,ko02000	3.A.1.4		iLJ478.TM1135	Bacteria	1MWJ1@1224,2YNAK@29547,42MSJ@68525,COG0683@1,COG0683@2	NA|NA|NA	E	amino acid abc transporter
orf00035_1	192222.Cj1019c	6.38e-258	708.0	Epsilonproteobacteria	livJ			ko:K01999	ko02010,ko02024,map02010,map02024	M00237			ko00000,ko00001,ko00002,ko02000	3.A.1.4		iLJ478.TM1135	Bacteria	1MWJ1@1224,2YNAK@29547,42MSJ@68525,COG0683@1,COG0683@2	NA|NA|NA	E	amino acid abc transporter
orf00036_1	192222.Cj1020c	2.38e-97	283.0	delta/epsilon subdivisions	cccB												Bacteria	1Q08K@1224,42RSC@68525,COG2863@1,COG2863@2	NA|NA|NA	C	Cytochrome c
orf00037_1	192222.Cj1021c	8.17e-38	126.0	Epsilonproteobacteria													Bacteria	1Q3SP@1224,2BTAY@1,2YQS5@29547,32NGJ@2,42XS2@68525	NA|NA|NA	S	Campylobacter major outer membrane protein
orf00038_1	192222.Cj1022c	7.22e-106	306.0	Epsilonproteobacteria													Bacteria	1RFUX@1224,2YP5M@29547,42T0B@68525,COG2862@1,COG2862@2	NA|NA|NA	S	membrane
orf00039_1	192222.Cj1023c	4.4e-244	671.0	Epsilonproteobacteria	asd		1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000			iLJ478.TM1523	Bacteria	1MUHG@1224,2YMIV@29547,42MDM@68525,COG0136@1,COG0136@2	NA|NA|NA	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate
orf00041_1	192222.Cj1024c	2.42e-298	815.0	Epsilonproteobacteria	flgR			ko:K02481					ko00000,ko02022				Bacteria	1MU0N@1224,2YNF8@29547,42M03@68525,COG2204@1,COG2204@2	NA|NA|NA	T	COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains
orf00042_1	192222.Cj1025c	3.76e-101	293.0	Epsilonproteobacteria	flgQ												Bacteria	1Q2WV@1224,2BRND@1,2YQGJ@29547,32KMZ@2,42WDD@68525	NA|NA|NA		
orf00043_1	192222.Cj1026c	6.64e-108	312.0	Epsilonproteobacteria	flgP			ko:K09860					ko00000				Bacteria	1RGG9@1224,2YNKG@29547,42P0S@68525,COG3018@1,COG3018@2	NA|NA|NA	S	(Lipo)protein
orf00045_1	354242.CJJ81176_1046	0.0	1610.0	Epsilonproteobacteria	gyrA		5.99.1.3	ko:K02469					ko00000,ko01000,ko03032,ko03400				Bacteria	1MUGG@1224,2YMS4@29547,42KZ9@68525,COG0188@1,COG0188@2	NA|NA|NA	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner
orf00046_1	354242.CJJ81176_1047	8.23e-130	369.0	Epsilonproteobacteria	ctsW			ko:K02242		M00429			ko00000,ko00002,ko02044				Bacteria	1Q1C2@1224,2YPEB@29547,42T93@68525,COG1040@1,COG1040@2	NA|NA|NA	S	transformation system protein
orf00047_1	192222.Cj1029c	1.24e-149	421.0	Epsilonproteobacteria	mapA												Bacteria	1QCXY@1224,2A9C1@1,2YNQS@29547,30YGZ@2,42PQT@68525	NA|NA|NA		
orf00048_1	192222.Cj1030c	0.0	1153.0	Epsilonproteobacteria	lepA	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0006950,GO:0006970,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009268,GO:0009409,GO:0009628,GO:0009651,GO:0009987,GO:0010467,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042802,GO:0043021,GO:0043023,GO:0043024,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0050896,GO:0071704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576		ko:K03596	ko05134,map05134				ko00000,ko00001				Bacteria	1MVZA@1224,2YMAA@29547,42M3D@68525,COG0481@1,COG0481@2	NA|NA|NA	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner
orf00049_1	192222.Cj1031	5.69e-281	771.0	Epsilonproteobacteria	cmeD												Bacteria	1QAFS@1224,2YNEK@29547,42NPK@68525,COG1538@1,COG1538@2	NA|NA|NA	MU	Outer membrane component of efflux system
orf00050_1	192222.Cj1032	1.73e-165	464.0	Epsilonproteobacteria	cmeE			ko:K03585,ko:K18901	ko01501,ko01503,map01501,map01503	M00646,M00647,M00698,M00699,M00718			ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,8.A.1,8.A.1.6			Bacteria	1QE6S@1224,2YNSD@29547,42QGG@68525,COG0845@1,COG0845@2	NA|NA|NA	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
orf00052_1	354242.CJJ81176_1052	0.0	1816.0	Epsilonproteobacteria	cmeF			ko:K03296					ko00000	2.A.6.2			Bacteria	1MU48@1224,2YM96@29547,42MF6@68525,COG0841@1,COG0841@2	NA|NA|NA	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family
orf00053_1	192222.Cj1034c	1.46e-193	536.0	Epsilonproteobacteria				ko:K03686					ko00000,ko03029,ko03110				Bacteria	1QV0K@1224,2YMTW@29547,42RGB@68525,COG2214@1,COG2214@2	NA|NA|NA	O	DnaJ domain protein
orf00054_1	192222.Cj1035c	1.15e-180	501.0	Epsilonproteobacteria	ate	GO:0003674,GO:0003824,GO:0004057,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016598,GO:0016740,GO:0016746,GO:0016755,GO:0019538,GO:0019941,GO:0030163,GO:0036211,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	2.3.2.29	ko:K21420			R11547,R11548	RC00064	ko00000,ko01000				Bacteria	1MW62@1224,2YMY7@29547,42N66@68525,COG2935@1,COG2935@2	NA|NA|NA	O	May conjugate Arg from its aminoacyl-tRNA to the N- termini of proteins containing an N-terminal aspartate or glutamate
orf00055_1	354242.CJJ81176_1055	2.71e-45	147.0	Epsilonproteobacteria													Bacteria	1Q3CW@1224,2BSNG@1,2YQWX@29547,32MR2@2,42X46@68525	NA|NA|NA		
orf00057_1	192222.Cj1037c	0.0	950.0	Epsilonproteobacteria	pycA		6.3.4.14,6.4.1.1,6.4.1.2,6.4.1.7	ko:K01959,ko:K01961,ko:K20141	ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko01230,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212,map01230	M00082,M00173,M00376,M00620	R00344,R00742,R04385	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000				Bacteria	1MU4H@1224,2YMWB@29547,42M14@68525,COG0439@1,COG0439@2	NA|NA|NA	I	Biotin carboxylase
orf00058_1	354242.CJJ81176_1057	1.36e-267	734.0	Epsilonproteobacteria	ftsW	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0008360,GO:0009987,GO:0015647,GO:0015648,GO:0015835,GO:0015836,GO:0016020,GO:0016021,GO:0022603,GO:0022604,GO:0022857,GO:0022884,GO:0031224,GO:0031226,GO:0032153,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051179,GO:0051234,GO:0051301,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071944,GO:1901264,GO:1901505	2.4.1.227	ko:K02563,ko:K03588	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112		R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011,ko02000,ko03036	2.A.103.1	GT28		Bacteria	1MVDB@1224,2YMJH@29547,42MG2@68525,COG0772@1,COG0772@2	NA|NA|NA	D	Belongs to the SEDS family
orf00059_1	192222.Cj1039	1.27e-247	679.0	Epsilonproteobacteria	murG	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008375,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0050511,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112		R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011		GT28	iLJ478.TM0232,iSFV_1184.SFV_0083,iSF_1195.SF0087,iSFxv_1172.SFxv_0091,iS_1188.S0089	Bacteria	1MVIB@1224,2YMI9@29547,42ME1@68525,COG0707@1,COG0707@2	NA|NA|NA	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
orf00061_1	192222.Cj1040c	9.83e-261	716.0	Epsilonproteobacteria	yeaN	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0071944		ko:K03449					ko00000,ko02000	2.A.1.17			Bacteria	1MXGT@1224,2YMET@29547,42RSA@68525,COG2807@1,COG2807@2	NA|NA|NA	P	Major facilitator superfamily
orf00062_1	192222.Cj1041c	3.65e-204	565.0	Epsilonproteobacteria													Bacteria	1N9KP@1224,2YN36@29547,42MVC@68525,COG3391@1,COG3391@2	NA|NA|NA	S	amine dehydrogenase activity
orf00063_1	192222.Cj1042c	3.79e-194	540.0	Epsilonproteobacteria	exsA	GO:0003674,GO:0003824,GO:0006081,GO:0006082,GO:0006089,GO:0006355,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009438,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019172,GO:0019219,GO:0019222,GO:0019243,GO:0019249,GO:0019752,GO:0031323,GO:0031326,GO:0032787,GO:0042180,GO:0042182,GO:0043436,GO:0044237,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0046185,GO:0046394,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051596,GO:0060255,GO:0061727,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1903506,GO:2000112,GO:2001141		ko:K20968	ko02025,map02025				ko00000,ko00001,ko03000				Bacteria	1R6WN@1224,2YPHG@29547,42SYR@68525,COG2207@1,COG2207@2	NA|NA|NA	K	Transcriptional regulator, AraC family
orf00064_1	192222.Cj1043c	4.74e-143	403.0	Epsilonproteobacteria	tenI	GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.3,5.3.99.10	ko:K00788,ko:K10810	ko00730,ko01100,map00730,map01100	M00127	R03223,R09977,R10712	RC00224,RC02766,RC03255,RC03397	ko00000,ko00001,ko00002,ko01000,ko03000			iHN637.CLJU_RS06600	Bacteria	1QATK@1224,2YN26@29547,42P2R@68525,COG0352@1,COG0352@2	NA|NA|NA	H	Thiamine-phosphate pyrophosphorylase
orf00065_1	192222.Cj1044c	1.42e-266	731.0	Epsilonproteobacteria	thiH	GO:0003674,GO:0003824,GO:0005488,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016829,GO:0016830,GO:0017144,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0036355,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046483,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.99.19	ko:K03150	ko00730,ko01100,map00730,map01100		R10246	RC01434,RC03095	ko00000,ko00001,ko01000			iPC815.YPO3743,iSF_1195.SF4062,iSFxv_1172.SFxv_4429,iS_1188.S3673	Bacteria	1MXK0@1224,2YMIA@29547,42M3U@68525,COG0502@1,COG0502@2	NA|NA|NA	C	biosynthesis protein ThiH
orf00067_1	354242.CJJ81176_1066	7.34e-173	483.0	Epsilonproteobacteria	thiG	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.8.1.10	ko:K03149	ko00730,ko01100,map00730,map01100		R10247	RC03096,RC03097,RC03461	ko00000,ko00001,ko01000			iECABU_c1320.ECABU_c45060,iECO26_1355.ECO26_5099,ic_1306.c4947	Bacteria	1N0N5@1224,2YMUY@29547,42MNC@68525,COG2022@1,COG2022@2	NA|NA|NA	H	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S
orf00069_1	354242.CJJ81176_1067	1.19e-189	526.0	Epsilonproteobacteria	thiF		2.7.7.73,2.7.7.80	ko:K03148,ko:K21029	ko00730,ko01100,ko04122,map00730,map01100,map04122		R07459	RC00043	ko00000,ko00001,ko01000				Bacteria	1R87S@1224,2YNKH@29547,42R16@68525,COG0476@1,COG0476@2	NA|NA|NA	H	Thiamine biosynthesis protein ThiF
orf00070_1	354242.CJJ81176_1068	2.75e-36	122.0	Epsilonproteobacteria	thiS		2.8.1.10	ko:K03149,ko:K03154	ko00730,ko01100,ko04122,map00730,map01100,map04122		R10247	RC03096,RC03097,RC03461	ko00000,ko00001,ko01000				Bacteria	1Q27P@1224,2YQJU@29547,42V40@68525,COG2104@1,COG2104@2	NA|NA|NA	H	Thiamine biosynthesis protein
orf00071_1	1449345.JHWC01000003_gene432	4.51e-152	449.0	Bacteria			3.1.21.3	ko:K01154					ko00000,ko01000,ko02048				Bacteria	COG0732@1,COG0732@2	NA|NA|NA	V	type I restriction modification DNA specificity domain
orf00072_1	945550.VISI1226_20650	6.21e-41	142.0	Gammaproteobacteria													Bacteria	1N087@1224,1T13D@1236,2E0JQ@1,32W57@2	NA|NA|NA		
orf00073_1	683083.C414_000240011	2.58e-146	415.0	Proteobacteria	rlfA												Bacteria	1MY0A@1224,28I7P@1,2Z8AJ@2	NA|NA|NA	S	Protein of unknown function (DUF3800)
orf00074_1	683083.C414_000240012	0.0	1369.0	Epsilonproteobacteria			2.1.1.72	ko:K03427					ko00000,ko01000,ko02048				Bacteria	1MXPV@1224,2YMPM@29547,42QFW@68525,COG0286@1,COG0286@2	NA|NA|NA	V	N-6 DNA Methylase
