#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
orf00021_1	827.JFJK01000007_gene1582	5.23e-13	64.7	Epsilonproteobacteria													Bacteria	1Q3M6@1224,2AJ63@1,2YQQX@29547,319QR@2,42XHK@68525	NA|NA|NA		
orf00023_1	537972.ABQU01000096_gene1110	0.0	1145.0	Epsilonproteobacteria													Bacteria	1QUDG@1224,2YMZA@29547,42Q9I@68525,COG3843@1,COG3843@2	NA|NA|NA	U	Relaxase/Mobilisation nuclease domain
orf00024_1	537972.ABQU01000096_gene1111	4.01e-81	241.0	Epsilonproteobacteria	traJ												Bacteria	1NK7M@1224,2C092@1,2YQ91@29547,31AZX@2,42VU6@68525	NA|NA|NA		
orf00025_1	537972.ABQU01000096_gene1112	9.52e-66	200.0	Epsilonproteobacteria													Bacteria	1Q4ZU@1224,2C3N5@1,2YRTQ@29547,2ZYG7@2,4308E@68525	NA|NA|NA		
orf00028_1	1345592.CBOM010000003_gene429	6.11e-116	346.0	Epsilonproteobacteria													Bacteria	1PZ3E@1224,2AHDV@1,2YNQX@29547,317QX@2,42PXN@68525	NA|NA|NA		
orf00029_1	1121267.JHZL01000006_gene957	1.09e-60	198.0	Epsilonproteobacteria													Bacteria	1Q25R@1224,2YQJB@29547,319A4@2,42V13@68525,arCOG10428@1	NA|NA|NA	L	R.Pab1 restriction endonuclease
orf00030_1	683083.C414_000060000	1.37e-145	415.0	Epsilonproteobacteria													Bacteria	1Q1JH@1224,2BP2P@1,2YPVB@29547,32HT9@2,42TV2@68525	NA|NA|NA		
orf00031_1	683083.C414_000060001	1.39e-84	250.0	Epsilonproteobacteria	vapC												Bacteria	1P3TT@1224,2YQHW@29547,42VW7@68525,COG1848@1,COG1848@2	NA|NA|NA	S	PIN domain
orf00032_1	537972.ABQU01000094_gene1091	7.89e-168	473.0	Epsilonproteobacteria				ko:K20527	ko02024,map02024				ko00000,ko00001,ko02044	3.A.7.4			Bacteria	1R7EN@1224,2YRBM@29547,42NAK@68525,COG4962@1,COG4962@2	NA|NA|NA	U	Type II/IV secretion system protein
orf00033_1	537972.ABQU01000094_gene1090	5.76e-47	152.0	Epsilonproteobacteria	trbC			ko:K20528	ko02024,map02024				ko00000,ko00001,ko02044	3.A.7.4			Bacteria	1NBH2@1224,2YS5C@29547,42XBK@68525,COG3838@1,COG3838@2	NA|NA|NA	U	TrbC/VIRB2 family
orf00034_1	537972.ABQU01000094_gene1089	1.81e-37	127.0	Epsilonproteobacteria	trbD			ko:K20529	ko02024,map02024				ko00000,ko00001,ko02044	3.A.7.4			Bacteria	1RKQ7@1224,2YS3H@29547,42WD2@68525,COG5268@1,COG5268@2	NA|NA|NA	NU	Type IV secretory pathway, VirB3-like protein
orf00035_1	537972.ABQU01000094_gene1088	0.0	1510.0	Epsilonproteobacteria	trbE			ko:K20530	ko02024,map02024				ko00000,ko00001,ko02044	3.A.7.4			Bacteria	1MXH0@1224,2YRFU@29547,42M1N@68525,COG3451@1,COG3451@2	NA|NA|NA	U	ATPases associated with a variety of cellular activities
orf00036_1	1449345.JHWC01000014_gene783	9.51e-55	176.0	Epsilonproteobacteria													Bacteria	1N86G@1224,2YPW9@29547,42TVM@68525,COG3646@1,COG3646@2	NA|NA|NA	S	Phage regulatory protein Rha (Phage_pRha)
orf00037_1	306263.Cla_a013	1.25e-72	224.0	Epsilonproteobacteria													Bacteria	1N09A@1224,2YQ52@29547,42UII@68525,COG3617@1,COG3617@2	NA|NA|NA	K	BRO family, N-terminal domain
orf00038_1	537972.ABQU01000094_gene1087	4.71e-109	322.0	Epsilonproteobacteria	trbM												Bacteria	1N2T2@1224,2CIMF@1,2YNQG@29547,32UGF@2,42WS5@68525	NA|NA|NA	S	TrbM
orf00039_1	537972.ABQU01000094_gene1086	1.84e-74	231.0	Epsilonproteobacteria	trbJ			ko:K20266	ko02024,map02024				ko00000,ko00001,ko02044	3.A.7.4			Bacteria	1PJ24@1224,2YQJZ@29547,42WI4@68525,COG5314@1,COG5314@2	NA|NA|NA	U	conjugation
orf00040_1	537972.ABQU01000093_gene1108	3e-18	78.6	Epsilonproteobacteria													Bacteria	1Q60H@1224,2BPZR@1,2YSUH@29547,32ITS@2,4326P@68525	NA|NA|NA		
orf00042_1	537972.ABQU01000093_gene1107	5.79e-47	163.0	Epsilonproteobacteria	trbL			ko:K03201,ko:K07344,ko:K12052,ko:K21471	ko02024,ko03070,map02024,map03070	M00333			ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko02044	3.A.7,3.A.7.4,3.A.7.8.1			Bacteria	1MVFD@1224,2YPTM@29547,42U4U@68525,COG3846@1,COG3846@2	NA|NA|NA	U	TrbL/VirB6 plasmid conjugal transfer protein
orf00007_1	827.JFJK01000017_gene17	6.55e-23	91.3	Epsilonproteobacteria													Bacteria	1N2I9@1224,2YQDJ@29547,42W6G@68525,COG3668@1,COG3668@2	NA|NA|NA	S	Plasmid stabilization system
orf00008_1	354242.CJJ81176_0952	1.77e-213	615.0	Epsilonproteobacteria	traG			ko:K12056					ko00000,ko02044	3.A.7.11.1			Bacteria	1MXCR@1224,2YPC2@29547,42S5X@68525,COG4678@1,COG4678@2	NA|NA|NA	G	TraG-like protein, N-terminal region
orf00207_1	192222.Cj1614	0.0	1334.0	Epsilonproteobacteria	chuA			ko:K02014					ko00000,ko02000	1.B.14			Bacteria	1REHF@1224,2YN71@29547,42PC6@68525,COG4772@1,COG4772@2	NA|NA|NA	P	TonB dependent receptor
orf00015_1	192222.Cj0017c	0.0	984.0	Epsilonproteobacteria	dsbI			ko:K03611					ko00000,ko03110	5.A.2.1			Bacteria	1R9CU@1224,2YN52@29547,42Q8M@68525,COG1495@1,COG1495@2	NA|NA|NA	C	Disulfide bond formation protein DsbB
orf00016_1	192222.Cj0016	2.07e-162	454.0	Epsilonproteobacteria	queC		6.3.4.20	ko:K06920	ko00790,ko01100,map00790,map01100		R09978	RC00959	ko00000,ko00001,ko01000,ko03016			iAF987.Gmet_3075	Bacteria	1MU5V@1224,2YMGA@29547,42MKZ@68525,COG0603@1,COG0603@2	NA|NA|NA	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))
orf00017_1	192222.Cj0015c	1.46e-297	811.0	Epsilonproteobacteria	yfbR			ko:K07023					ko00000				Bacteria	1NS5U@1224,2YMMV@29547,42NW2@68525,COG1896@1,COG1896@2	NA|NA|NA	S	HD domain
orf00018_1	192222.Cj0014c	3.09e-71	216.0	Epsilonproteobacteria	yagU	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009268,GO:0009628,GO:0010447,GO:0016020,GO:0044464,GO:0050896,GO:0071944		ko:K08996					ko00000				Bacteria	1R4CC@1224,2YT7S@29547,43BDA@68525,COG3477@1,COG3477@2	NA|NA|NA	S	Protein of unknown function (DUF1440)
orf00022_1	192222.Cj0011c	3.52e-46	149.0	Epsilonproteobacteria	ybaV	GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464	3.1.26.11	ko:K00784,ko:K02237	ko03013,map03013	M00429			ko00000,ko00001,ko00002,ko01000,ko02044,ko03016	3.A.11.1,3.A.11.2			Bacteria	1PU4P@1224,2YQIA@29547,42VEG@68525,COG1555@1,COG1555@2	NA|NA|NA	L	competence protein
orf00026_1	354242.CJJ81176_0033	0.0	2907.0	Epsilonproteobacteria	gltB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016020,GO:0016053,GO:0016491,GO:0016638,GO:0019676,GO:0019740,GO:0019752,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.13,1.4.1.14,1.4.7.1	ko:K00265,ko:K00284	ko00250,ko00630,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00630,map00910,map01100,map01110,map01120,map01130,map01230		R00021,R00093,R00114,R00248,R10086	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000				Bacteria	1MU7B@1224,2YMRQ@29547,42MF7@68525,COG0067@1,COG0067@2,COG0069@1,COG0069@2,COG0070@1,COG0070@2	NA|NA|NA	E	Glutamate synthase
orf00041_1	192222.Cj1718c	4.12e-252	692.0	Epsilonproteobacteria	leuB	GO:0000287,GO:0003674,GO:0003824,GO:0003862,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0030145,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034198,GO:0042594,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0071496,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1990928	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000			iECs_1301.ECs0077,iYL1228.KPN_00079,iZ_1308.Z0082	Bacteria	1MUH4@1224,2YME5@29547,42M8G@68525,COG0473@1,COG0473@2	NA|NA|NA	CE	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate
orf00043_1	192222.Cj1716c	1.21e-140	397.0	Epsilonproteobacteria	leuD	GO:0003674,GO:0003824,GO:0003861,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009316,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016866,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000				Bacteria	1MVXB@1224,2YP0H@29547,42R6H@68525,COG0066@1,COG0066@2	NA|NA|NA	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate
orf00044_1	192222.Cj1715	1.4e-125	357.0	Epsilonproteobacteria	yesJ												Bacteria	1NJYM@1224,2YRIA@29547,42VGY@68525,COG0454@1,COG0454@2	NA|NA|NA	K	Acetyltransferase (GNAT) family
orf00045_1	683083.C414_000010038	3.02e-227	626.0	Epsilonproteobacteria	lpsA												Bacteria	1PSDD@1224,2DB9N@1,2YRDQ@29547,2Z7XI@2,42RHU@68525	NA|NA|NA	S	Glycosyl transferase family 90
orf00046_1	192222.Cj1713	5e-252	692.0	Epsilonproteobacteria	rlmN		2.1.1.192	ko:K06941					ko00000,ko01000,ko03009				Bacteria	1MUYK@1224,2YN3J@29547,42N69@68525,COG0820@1,COG0820@2	NA|NA|NA	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs
orf00047_1	192222.Cj1712	4.49e-123	351.0	Epsilonproteobacteria	fib		3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000				Bacteria	1R9VR@1224,2YP67@29547,42RM2@68525,COG0775@1,COG0775@2	NA|NA|NA	F	phosphorylase
orf00048_1	192222.Cj1711c	4e-190	528.0	Epsilonproteobacteria	ksgA	GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.182	ko:K02528			R10716	RC00003,RC03257	ko00000,ko01000,ko03009				Bacteria	1MVNU@1224,2YNGY@29547,42QAC@68525,COG0030@1,COG0030@2	NA|NA|NA	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits
orf00049_1	354242.CJJ81176_0004	0.0	1253.0	Epsilonproteobacteria	rnj	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004527,GO:0004532,GO:0004534,GO:0004540,GO:0005488,GO:0005515,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008409,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0090503,GO:0140098,GO:1901360		ko:K12574	ko03018,map03018				ko00000,ko00001,ko01000,ko03019				Bacteria	1MUGV@1224,2YMJN@29547,42M65@68525,COG0595@1,COG0595@2	NA|NA|NA	J	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay
orf00050_1	192222.Cj1709c	1.89e-177	494.0	Epsilonproteobacteria	rluB	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.19,5.4.99.21,5.4.99.22	ko:K06178,ko:K06182,ko:K06183					ko00000,ko01000,ko03009				Bacteria	1MUCE@1224,2YMH9@29547,42NI7@68525,COG1187@1,COG1187@2	NA|NA|NA	J	Belongs to the pseudouridine synthase RsuA family
orf00051_1	1367491.BN865_03540c	8.76e-38	126.0	Epsilonproteobacteria	rpsJ	GO:0001072,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006355,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0015935,GO:0019219,GO:0019222,GO:0019538,GO:0022626,GO:0022627,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043244,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0140110,GO:1901564,GO:1901566,GO:1901576,GO:1903506,GO:1990904,GO:2000112,GO:2001141		ko:K02946	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1RGWF@1224,2YPG9@29547,42SE4@68525,COG0051@1,COG0051@2	NA|NA|NA	J	Involved in the binding of tRNA to the ribosomes
orf00052_1	354242.CJJ81176_0001	1.27e-133	379.0	Epsilonproteobacteria	rplC	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0015934,GO:0016020,GO:0016043,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0031323,GO:0031325,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065003,GO:0065007,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0090069,GO:0090070,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000232,GO:2000234		ko:K02906	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MUST@1224,2YMFG@29547,42NV2@68525,COG0087@1,COG0087@2	NA|NA|NA	J	ribosomal protein L3
orf00053_1	354242.CJJ81176_1703	4.33e-136	386.0	Epsilonproteobacteria	rplD	GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003700,GO:0003723,GO:0003735,GO:0004857,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0006355,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008428,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0016020,GO:0016043,GO:0017148,GO:0019219,GO:0019222,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030234,GO:0030312,GO:0030371,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032069,GO:0032074,GO:0032268,GO:0032269,GO:0032991,GO:0032993,GO:0034248,GO:0034249,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042788,GO:0043043,GO:0043086,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045182,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051336,GO:0051346,GO:0060255,GO:0060698,GO:0060699,GO:0060700,GO:0060701,GO:0060702,GO:0065003,GO:0065007,GO:0065009,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0080090,GO:0097159,GO:0098772,GO:0140110,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990904,GO:2000112,GO:2000113,GO:2001141		ko:K02926,ko:K16193	ko03010,map03010	M00178			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1MXPF@1224,2YMU6@29547,42MPW@68525,COG0088@1,COG0088@2	NA|NA|NA	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome
orf00054_1	354242.CJJ81176_1702	2.52e-59	183.0	Epsilonproteobacteria	rplW	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02892	ko03010,map03010	M00178,M00179			br01610,ko00000,ko00001,ko00002,ko03011				Bacteria	1QJHM@1224,2YPUJ@29547,42TRQ@68525,COG0089@1,COG0089@2	NA|NA|NA	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
